Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,56.0,,,
54,54,Christian,Plevin,Christian Plevin,1.74,59,,,,,,,
55,54,Roth,Roeun,Roth Roeun,2.05,59,,,,,,,
56,54,Matt,Duncanson,Matt Duncanson,3.86,59,,,,,,,
57,54,Steven,P.,Steven P.,4.53,59,,,,,,,
58,54,Mitchell,Grummon,Mitchell Grummon,,59,,,,,,,
59,59,Mike,Gilman,Mike Gilman,-4.01,60,$86.00,,,,,,
60,59,Simon,Crosby,Simon Crosby,3.46,60,,,,,,,
61,59,Andrew,Monbouquette,Andrew Monbouquette,5.98,60,,,,,,,
62,59,Dave,Van Dollen,Dave Van Dollen,,60,,,,,,,
63,63,Nellio,Fontes,Nellio Fontes,2.57,61,,,,,,,
64,63,Sabas,Gonzalez,Sabas Gonzalez,2.66,61,,,,,,,
65,63,Dennis,Condos,Dennis Condos,5.41,61,,,,,,,
66,63,Dave,McGrath,Dave McGrath,6.31,61,,,,,,,
67,63,Daniel,Charlip-Blumlein,Daniel Charlip-Blumlein,7.57,61,,,,,,,
68,68,Alan,Chambless,Alan Chambless,3.21,62,,,,,,,
69,68,Kevin,Smeds,Kevin Smeds,4.65,62,,,,,,,
70,68,Frankie,Doherty,Frankie Doherty,4.88,62,,,,,,,
71,71,Aaron,Sorber,Aaron Sorber,6.52,63,,,,,,,
72,72,Joe,Canose,Joe Canose,4.24,64,,,,,,,
73,73,Brandon,Saker,Brandon Saker,7.12,66,,,,,,,
74,73,Candace,Romaine,Candace Romaine,7.26,66,,,,,,,
75,75,Shifukato,Yoshi,Shifukato Yoshi,7.31,67,,,,,,,
76,76,Hugh,Harrell,Hugh Harrell,5.49,69,,,,,,,
77,76,John,Drago,John Drago,15.61,69,,,,,,,
78,78,Ashley,Foust,Ashley Foust,3.80,71,,,,,,,
79,79,Anthony,Nicolay,Anthony Nicolay,,73,,,,,,,
80,80,Jamie,Williams,Jamie Williams,5.54,76,,,,,,,
81,81,,,,,,,,,,,,
82,81,,,,,,,,,,,,
83,81,,, ,,,,,,,,,
84,81,,, ,,,,,,,,,
85,81,,, ,,,,,,,,,
86,81,,, ,,,,,,,,,
87,81,,, ,,,,,,,,,
88,81,,, ,,,,,,,,,
89,81,,, ,,,,,,,,,
90,81,,, ,,,,,,,,,
91,81,,, ,,,,,,,,,
92,81,,, ,,,,,,,,,
93,81,,, ,,,,,,,,,
94,81,,, ,,,,,,,,,
95,81,,, ,,,,,,,,,
96,81,,, ,,,,,,,,,
97,81,,, ,,,,,,,,,
98,81,,, ,,,,,,,,,
99,81,,, ,,,,,,,,,
100,81,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
