Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,55.0,,,
47,47,Kelvin,Preciado,Kelvin Preciado,-1.80,56,$9.00,,,,,,
48,47,Angel,Diaz,Angel Diaz,0.10,56,,,,,,,
49,47,Simon,Crosby,Simon Crosby,0.55,56,,,,,,,
50,47,Andy,Rothschild,Andy Rothschild,1.68,56,,,,,,,
51,47,Jake,Ward,Jake Ward,2.40,56,,,,,,,
52,52,Dave,Van Dollen,Dave Van Dollen,-1.03,57,,,,,,,
53,52,Joe,Frediani,Joe Frediani,2.36,57,,,,,,,
54,52,Daniel,Charlip-Blumlein,Daniel Charlip-Blumlein,4.57,57,,,,,,,
55,52,Chris,Morrissey,Chris Morrissey,,57,,,,,,,
56,56,Kevin,Smeds,Kevin Smeds,1.38,58,,,,,,,
57,56,Scott,McClafin,Scott McClafin,3.37,58,,,,,,,
58,56,Dave,McGrath,Dave McGrath,3.95,58,,,,,,,
59,56,Mick,Coronel,Mick Coronel,4.15,58,,,,,,,
60,56,Nathan,La Chance,Nathan La Chance,9.03,58,,,,,,,
61,61,Candace,Romaine,Candace Romaine,1.21,59,,,,,,,
62,61,Frankie,Doherty,Frankie Doherty,2.88,59,,,,,,,
63,61,Mitchell,Grummon,Mitchell Grummon,3.42,59,,,,,,,
64,61,Sean,Pierson,Sean Pierson,4.09,59,,,,,,,
65,61,Niel,Jones,Niel Jones,6.48,59,,,,,,,
66,61,David,Randall,David Randall,,59,,,,,,,
67,67,Joe,Donahue,Joe Donahue,3.16,60,,,,,,,
68,67,Ron,Schreier,Ron Schreier,5.32,60,,,,,,,
69,67,Luiz,Celeste,Luiz Celeste,8.96,60,,,,,,,
70,70,Matt,Duncanson,Matt Duncanson,6.68,61,,,,,,,
71,71,Jon,Marcus,Jon Marcus,3.72,62,,,,,,,
72,71,Landyn,Christopher,Landyn Christopher,4.35,62,,,,,,,
73,71,Nellio,Fontes,Nellio Fontes,4.48,62,,,,,,,
74,71,Dale,Ferreira,Dale Ferreira,5.93,62,,,,,,,
75,75,Scott,Maxey,Scott Maxey,1.00,63,,,,,,,
76,75,Craig,Bostwick,Craig Bostwick,2.42,63,,,,,,,
77,75,Erica,Norton,Erica Norton,4.36,63,,,,,,,
78,75,Alan,Chambless,Alan Chambless,5.21,63,,,,,,,
79,75,Chris,Tirrell,Chris Tirrell,11.06,63,,,,,,,
80,80,Hugh,Harrell,Hugh Harrell,1.13,64,,,,,,,
81,80,Mike,Gilman,Mike Gilman,1.62,64,,,,,,,
82,80,Eric,Gough,Eric Gough,,64,,,,,,,
83,83,Ron,Hanhy,Ron Hanhy,3.17,66,,,,,,,
84,83,Joe,Canose,Joe Canose,5.88,66,,,,,,,
85,85,Alan,Musselman,Alan Musselman,11.19,67,,,,,,,
86,86,Val,St Louis,Val St Louis,3.82,68,,,,,,,
87,86,Reese,Williams,Reese Williams,8.28,68,,,,,,,
88,88,Nick,Hafeman,Nick Hafeman,,71,,,,,,,
89,89,Javier,Bastidas,Javier Bastidas,9.28,77,,,,,,,
90,90,Lefty,Stone,Lefty Stone,,85,,,,,,,
91,91,,, ,,,,,,,,,
92,91,,, ,,,,,,,,,
93,91,,, ,,,,,,,,,
94,91,,, ,,,,,,,,,
95,91,,, ,,,,,,,,,
96,91,,, ,,,,,,,,,
97,91,,, ,,,,,,,,,
98,91,,, ,,,,,,,,,
99,91,,, ,,,,,,,,,
100,91,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
