Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,57.0,,,
85,82,Mike,Vidov,Mike Vidov,4.85,65,,,,,,,
86,82,Alan,Chambless,Alan Chambless,5.53,65,,,,,,,
87,87,Joe,Donahue,Joe Donahue,7.86,67,,,,,,,
88,88,Val,St Louis,Val St Louis,2.68,68,,,,,,,
89,89,Hugh,Harrell,Hugh Harrell,4.49,69,,,,,,,
90,90,Phoenix,Sprous,Phoenix Sprous,2.60,70,,,,,,,
91,91,,, ,,,,,,,,,
92,91,,, ,,,,,,,,,
93,91,,, ,,,,,,,,,
94,91,,, ,,,,,,,,,
95,91,,, ,,,,,,,,,
96,91,,, ,,,,,,,,,
97,91,,, ,,,,,,,,,
98,91,,, ,,,,,,,,,
99,91,,, ,,,,,,,,,
100,91,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
