Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,57.0,,,
51,47,Matt,Duncanson,Matt Duncanson,0.14,57,,,,,,,
52,47,Niel,Jones,Niel Jones,0.99,57,,,,,,,
53,47,Mick,Coronel,Mick Coronel,1.62,57,,,,,,,
54,47,Brett,Allen,Brett Allen,1.67,57,,,,,,,
55,47,Chris,Tirrell,Chris Tirrell,2.12,57,,,,,,,
56,47,Simon,Crosby,Simon Crosby,2.12,57,,,,,,,
57,47,Mike,Hudson,Mike Hudson,2.52,57,,,,,,,
58,47,Sean,Saxton,Sean Saxton,2.66,57,,,,,,,
59,47,Daniel,Diodato,Daniel Diodato,3.11,57,,,,,,,
60,60,Ryan,Santos,Ryan Santos,0.60,58,,,,,,,
61,60,Roger,Crain,Roger Crain,4.87,58,,,,,,,
62,60,Wilson,Linker,Wilson Linker,5.41,58,,,,,,,
63,63,Steven,Cole,Steven Cole,-1.38,59,,,,,,,
64,63,Steve,Erle,Steve Erle,5.11,59,,,,,,,
65,65,Dave,Headd,Dave Headd,-1.68,60,,,,,,,
66,65,Craig,Bostwick,Craig Bostwick,-1.59,60,,,,,,,
67,65,Viento,Nieto,Viento Nieto,2.87,60,,,,,,,
68,65,Cory,Sprous,Cory Sprous,2.96,60,,,,,,,
69,65,Bob,Wigersma,Bob Wigersma,3.86,60,,,,,,,
70,65,Adriano,Rothschild,Adriano Rothschild,4.85,60,,,,,,,
71,71,Joe,Canose,Joe Canose,-0.28,61,,,,,,,
72,71,Erica,Norton,Erica Norton,0.18,61,,,,,,,
73,71,Martin,Schuler,Martin Schuler,3.04,61,,,,,,,
74,71,Kevin,Smeds,Kevin Smeds,3.19,61,,,,,,,
75,71,Matt,Neiman,Matt Neiman,9.90,61,,,,,,,
76,71,Eric,Plett,Eric Plett,,61,,,,,,,
77,77,Hunter,Maass,Hunter Maass,-0.13,62,,,,,,,
78,77,Daniel,Dodell,Daniel Dodell,5.45,62,,,,,,,
79,79,Andy,Hale,Andy Hale,9.87,63,,,,,,,
80,79,Jesse,Pineda,Jesse Pineda,,63,,,,,,,
81,81,Dillon,Donovan,Dillon Donovan,-3.44,64,$16.00,,,,,,
82,81,Candace,Romaine,Candace Romaine,2.91,64,,,,,,,
83,81,Pento,Malekzadeh,Pento Malekzadeh,3.49,64,,,,,,,
84,81,Beth,Aubuchon,Beth Aubuchon,4.04,64,,,,,,,
85,81,Scott,McClellan,Scott McClellan,6.87,64,,,,,,,
86,81,Aaron,Sorber,Aaron Sorber,7.75,64,,,,,,,
87,87,Mike,Mardigras,Mike Mardigras,7.60,65,,,,,,,
88,88,Mike,Gilman,Mike Gilman,4.61,68,,,,,,,
89,88,Thor,Scordelis,Thor Scordelis,10.91,68,,,,,,,
90,90,Jamie,Williams,Jamie Williams,-3.75,69,$25.00,,,,,,
91,90,Val,St Louis,Val St Louis,3.41,69,,,,,,,
92,92,Blake,Riggs,Blake Riggs,-2.40,71,$6.00,,,,,,
93,92,Phoenix,Sprous,Phoenix Sprous,3.47,71,,,,,,,
94,94,Hugh,Harrell,Hugh Harrell,7.04,72,,,,,,,
95,95,Scott,Maxey,Scott Maxey,10.25,74,,,,,,,
96,96,Albert,Sandoval,Albert Sandoval,6.44,76,,,,,,,
97,97,Chris,May,Chris May,,86,,,,,,,
98,98,,, ,,,,,,,,,
99,98,,, ,,,,,,,,,
100,98,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
