Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,60.0,,,
85,85,Bella,Brenner,Bella Brenner,,110,,,,,,,
86,86,,, ,,,,,,,,,
87,86,,, ,,,,,,,,,
88,86,,, ,,,,,,,,,
89,86,,, ,,,,,,,,,
90,86,,, ,,,,,,,,,
91,86,,, ,,,,,,,,,
92,86,,, ,,,,,,,,,
93,86,,, ,,,,,,,,,
94,86,,, ,,,,,,,,,
95,86,,, ,,,,,,,,,
96,86,,, ,,,,,,,,,
97,86,,, ,,,,,,,,,
98,86,,, ,,,,,,,,,
99,86,,, ,,,,,,,,,
100,86,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
