Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,60.0,,,
41,36,Niel,Jones,Niel Jones,1.07,59,,,,,,,
42,36,Bryan,Hesterman,Bryan Hesterman,3.13,59,,,,,,,
43,43,Randy,Waters,Randy Waters,-4.55,60,$31.00,,,,,,
44,43,Jacob,Kermish-Wells,Jacob Kermish-Wells,-1.60,60,,,,,,,
45,43,Luis,Ortiz,Luis Ortiz,-0.36,60,,,,,,,
46,43,Matt,Duncanson,Matt Duncanson,0.36,60,,,,,,,
47,43,Chris,Butterworth,Chris Butterworth,3.15,60,,,,,,,
48,43,Derek,Phelan,Derek Phelan,6.12,60,,,,,,,
49,49,Sabas,Gonzalez,Sabas Gonzalez,-2.24,61,$8.00,,,,,,
50,49,Joe,Donahue,Joe Donahue,0.13,61,,,,,,,
51,49,Sean,Pierson,Sean Pierson,0.73,61,,,,,,,
52,49,Juni,Martins,Juni Martins,1.14,61,,,,,,,
53,49,Campbell,Smith,Campbell Smith,2.13,61,,,,,,,
54,49,Michael,Lopez,Michael Lopez,2.98,61,,,,,,,
55,49,Matt,Angel,Matt Angel,7.26,61,,,,,,,
56,56,Scott,McClellan,Scott McClellan,1.10,62,,,,,,,
57,57,Ron,Hanhy,Ron Hanhy,-4.11,63,$22.00,,,,,,
58,57,Brandon,Saker,Brandon Saker,-0.96,63,,,,,,,
59,57,Sean,Frick,Sean Frick,-0.75,63,,,,,,,
60,57,Steven,Cole,Steven Cole,-0.11,63,,,,,,,
61,61,Ron,Schreier,Ron Schreier,2.61,64,,,,,,,
62,61,Dennis,Condos,Dennis Condos,3.73,64,,,,,,,
63,61,Andy,Rothschild,Andy Rothschild,5.04,64,,,,,,,
64,61,Scott,Snyder,Scott Snyder,5.67,64,,,,,,,
65,61,Rich,Korach,Rich Korach,6.48,64,,,,,,,
66,61,Eldridge,Manchester,Eldridge Manchester,6.70,64,,,,,,,
67,61,Matt,Neiman,Matt Neiman,9.90,64,,,,,,,
68,61,Stephen,Siegman,Stephen Siegman,,64,,,,,,,
69,69,Alan,Chambless,Alan Chambless,1.58,65,,,,,,,
70,69,Jason,Chinn,Jason Chinn,2.21,65,,,,,,,
71,69,Ryan,Santos,Ryan Santos,2.32,65,,,,,,,
72,69,Julius,Winckler,Julius Winckler,,65,,,,,,,
73,73,Patrick,Whitesell,Patrick Whitesell,0.11,66,,,,,,,
74,73,Tu,Tran,Tu Tran,0.42,66,,,,,,,
75,73,Thor,Scordelis,Thor Scordelis,5.51,66,,,,,,,
76,73,Adriano,Rothschild,Adriano Rothschild,8.21,66,,,,,,,
77,73,Richard,Smith,Richard Smith,,66,,,,,,,
78,78,Nellio,Fontes,Nellio Fontes,3.90,67,,,,,,,
79,79,Erica,Norton,Erica Norton,4.82,69,,,,,,,
80,80,Hugh,Harrell,Hugh Harrell,2.40,70,,,,,,,
81,81,Val,St Louis,Val St Louis,5.05,74,,,,,,,
82,81,Candace,Romaine,Candace Romaine,11.26,74,,,,,,,
83,81,Ben,Miller,Ben Miller,,74,,,,,,,
84,84,Mike,Gilman,Mike Gilman,9.53,77,,,,,,,
85,84,Albert,Sandoval,Albert Sandoval,,77,,,,,,,
86,86,Jamie,Williams,Jamie Williams,2.63,79,,,,,,,
87,87,Ashley,Foust,Ashley Foust,10.66,82,,,,,,,
88,88,,, ,,,,,,,,,
89,88,,, ,,,,,,,,,
90,88,,, ,,,,,,,,,
91,88,,, ,,,,,,,,,
92,88,,, ,,,,,,,,,
93,88,,, ,,,,,,,,,
94,88,,, ,,,,,,,,,
95,88,,, ,,,,,,,,,
96,88,,, ,,,,,,,,,
97,88,,, ,,,,,,,,,
98,88,,, ,,,,,,,,,
99,88,,, ,,,,,,,,,
100,88,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
