,,,,name,,,,
Josh Dunlap,1,,,,,,,
Max Shannon,1,,,,,,,
Tim McDill,1,,,,,,,
Johne McCray,1,,,,,,,
Collin Chambers,1,,,,,,,
Seth Snyder,1,,,,,,,
Spence Wood,1,,,,,,,
Evan Baker,1,,,,,,,
Mikela Jones,1,,,,,,,
Peter Gillen,1,,,,,,,
Tristan Handleland,1,,,,,,,
Warren Applebaum,1,,,,,,,
Billy Harke,1,,,,,,,
Chris Vanleemput,2,,,,,,,
Cameron Shirley,1,,,,,,,
Jarrett Smith,1,,,,,,,
Julie Kruger,1,,,,,,,
Sasha Goldsmith,1,,,,,,,
Tony Shirley,1,,,,,,,
EJ Pavia,1,,,,,,,
Dan Aas,1,,,,,,,
Ryan McNulty,1,,,,,,,
Andrew Rankin,2,,,,,,,
Marisela Meskus,1,,,,,,,
Mike Deluccia,2,,,,,,,
Ray Muller,1,,,,,,,
Chris D'Agostino,1,,,,,,,
Christopher Composure,1,,,,,,,
Derek Ragsdale,2,,,,,,,
Andrew Monbouquette,1,,,,,,,
Basil Fraysse,1,,,,,,,
Bryan Olney,1,,,,,,,
Joe Dockery,1,,,,,,,
Kenny Storrs,1,,,,,,,
Caleb DuBridge,1,,,,,,,
Dom Volerian,1,,,,,,,
Jeff Kortis,1,,,,,,,
Jeremy Ross,1,,,,,,,
Thomas Albrecht,1,,,,,,,
Beau Jolson,1,,,,,,,
Matt Messing,1,,,,,,,
Ryan Rinalta,1,,,,,,,
Simon Lizotte,1,,,,,,,
Alex Braubach,1,,,,,,,
Caleb Wilkins,1,,,,,,,
Jason Lortella,1,,,,,,,
Shawn Wilkins,1,,,,,,,
Walker Rowe,2,,,,,,,
Dan Aus,1,,,,,,,
Matt Woods,1,,,,,,,
Schuyler Raine-Mustain,1,,,,,,,
Chris D'Agastino,1,,,,,,,
Erik Rommz,2,,,,,,,
Jordan Brooker,1,,,,,,,
A.J. Wecker,1,,,,,,,
Brian Murphy,1,,,,,,,
Brian Schoenfelder,1,,,,,,,
Jacob Tupper,1,,,,,,,
James Colangelo,1,,,,,,,
Kaey Nakae,1,,,,,,,
Kelley Green,1,,,,,,,
Kevin Bosch,1,,,,,,,
Sean Bereman,1,,,,,,,
Shaun Little,1,,,,,,,
Grand Total,296, (1.49),,,,,,
