Place,Rank,First,Last,Full Name,Adjust,Score,Money,,Median,58.0,,,
71,69,Alan,Chambless,Alan Chambless,4.27,66,,,,,,,
72,69,Dave,Van Dollen,Dave Van Dollen,5.07,66,,,,,,,
73,69,Bert,Williams,Bert Williams,,66,,,,,,,
74,74,Candace,Romaine,Candace Romaine,7.81,69,,,,,,,
75,75,Aaron,Jacks,Aaron Jacks,4.89,70,,,,,,,
76,75,Mike,Mardigras,Mike Mardigras,,70,,,,,,,
77,77,Matt,Gibb,Matt Gibb,,71,,,,,,,
78,78,James,Juarez,James Juarez,,75,,,,,,,
79,79,,, ,,,,,,,,,
80,79,,, ,,,,,,,,,
81,79,,, ,,,,,,,,,
82,79,,, ,,,,,,,,,
83,79,,, ,,,,,,,,,
84,79,,, ,,,,,,,,,
85,79,,, ,,,,,,,,,
86,79,,, ,,,,,,,,,
87,79,,, ,,,,,,,,,
88,79,,, ,,,,,,,,,
89,79,,, ,,,,,,,,,
90,79,,, ,,,,,,,,,
91,79,,, ,,,,,,,,,
92,79,,, ,,,,,,,,,
93,79,,, ,,,,,,,,,
94,79,,, ,,,,,,,,,
95,79,,, ,,,,,,,,,
96,79,,, ,,,,,,,,,
97,79,,, ,,,,,,,,,
98,79,,, ,,,,,,,,,
99,79,,, ,,,,,,,,,
100,79,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
